DISTRICT,District Code,Facility Code,Facility Name,ZONE,FACTYPE,MGA,FTYPE,LATITUDE,LONGITUDE,,
Zomba,ZA,2757,Wecare Maternity Private Clini,South East,Clinic,Private for profit,Urban,-15.37806,35.36123,,
Zomba,ZA,2744,Maela Health Centre,South East,Health Centre,NGO,Rural,-15.50987,35.1315,,
Zomba,ZA,2747,Mwandamu Health Centre,South East,Health Centre,NGO,Rural,-15.49803,35.18803,,
Zomba,ZA,2758,Compassionate Mission Clinic,South East,Clinic,NGO,Urban,-15.32402,35.39372,,
Zomba,ZA,2759,Zomba BLM,South East,Clinic,NGO,Urban,-15.38919,35.31989,,
Zomba,ZA,2760,Chancellor College,South East,Clinic,Private for profit,Urban,-15.38533,35.33213,,
Zomba,ZA,2761,State House Dispensary,South East,Dispensary,Government/public,Urban,-15.38153,35.31027,,
Zomba,ZA,2762,Zomba Central Prison Clinic,South East,Clinic,Government/public,Urban,-15.39611,35.31248,,
,,,,,,,,,,,
Chiradzulu,CZ,2801,Chiradzulu District Hospital,South West,District Hospital,Government/public,Rural,-15.71072,35.17419,,
Chiradzulu,CZ,2802,Chitera Health Centre,South West,Health Centre,Government/public,Rural,-15.60646,35.12306,,
Chiradzulu,CZ,2813,Mauwa Health Centre,South West,Health Centre,Government/public,Rural,-15.65283,35.2498,,
Chiradzulu,CZ,2814,Mbulumbuzi Health Centre,South West,Health Centre,Government/public,Rural,-15.63834,35.15687,,
Chiradzulu,CZ,2804,Milepa Health Centre,South West,Health Centre,Government/public,Rural,-15.68713,35.31818,,
Chiradzulu,CZ,2805,Namadzi Health Centre,South West,Health Centre,Government/public,Rural,-15.54663,35.18761,,
Chiradzulu,CZ,2806,Namitambo Health Centre,South West,Health Centre,Government/public,Rural,-15.84113,35.27019,,
Chiradzulu,CZ,2807,Ndunde Health Centre,South West,Health Centre,Government/public,Rural,-15.69615,35.23355,,
Chiradzulu,CZ,2809,Nkalo Health Centre,South West,Health Centre,Government/public,Rural,-15.97065,35.30997,,
Chiradzulu,CZ,2812,Thumbwe Health Centre,South West,Health Centre,Government/public,Rural,-15.76823,35.24849,,
Chiradzulu,CZ,2815,Malavi Dispensary,South West,Dispensary,Government/public,Rural,-15.83686,35.14867,,
Chiradzulu,CZ,2808,St. Joseph Hospital,South West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.80173,35.16825,,
Chiradzulu,CZ,2810,PIM Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.75309,35.1923,,
Chiradzulu,CZ,2816,"Namakhwa, Jomo. Malavi Private",South West,Clinic,Private for profit,Rural,-15.83562,35.11578,,
Chiradzulu,CZ,2817,Akasale Private Clinic,South West,Other Hospital,Private for profit,Urban,-15.7596,35.11493,,
Chiradzulu,CZ,2811,Bilal Islamic Clinic,South West,Other Hospital,Private for profit,Rural,-15.74149,35.13047,,
Chiradzulu,CZ,2819,Namadzi Private Clinic,South West,Other Hospital,Private for profit,Rural,-15.5494,35.18197,,
,,,,,,,,,,,
Blantyre,BT,2926,Queen Elizabeth Central Hospital,South West,Central Hospital,Government/public,Urban,-15.80214,35.021,,
Blantyre,BT,2930,Blantyre City Assembly Clinic,South West,Clinic,Government/public,Urban,-15.80333,35.03895,,
Blantyre,BT,2924,Bangwe Health Centre,South West,Health Centre,Government/public,Urban,-15.82382,35.08046,,
Blantyre,BT,2902,Chabvala Health Centre,South West,Health Centre,Government/public,Rural,-15.83372,34.83461,,
Blantyre,BT,2903,Chikowa Health Centre,South West,Health Centre,Government/public,Rural,-15.67133,34.87172,,
Blantyre,BT,2904,Chileka Health Centre,South West,Health Centre,Government/public,Urban,-15.68575,34.97014,,
Blantyre,BT,2905,Chilomoni Health Centre,South West,Health Centre,Government/public,Urban,-15.77128,34.98156,,
Blantyre,BT,2906,Chimembe Health Centre,South West,Health Centre,Government/public,Rural,-15.77733,34.88548,,
Blantyre,BT,2907,Dziwe Health Centre,South West,Health Centre,Government/public,Rural,-15.56369,34.88038,,
Blantyre,BT,2908,Limbe Health Centre,South West,Health Centre,Government/public,Urban,-15.81688,35.05176,,
Blantyre,BT,2909,Lirangwe Health Centre,South West,Health Centre,Government/public,Rural,-15.52963,35.02973,,
Blantyre,BT,2910,Lundu Health Centre,South West,Health Centre,Government/public,Rural,-15.42185,35.01294,,
Blantyre,BT,2911,Madziabango Health Centre,South West,Health Centre,Government/public,Rural,-15.9678,34.90825,,
Blantyre,BT,2912,Makata Health Centre,South West,Health Centre,Government/public,Rural,-15.62996,35.07964,,
Blantyre,BT,2913,Mdeka Health Centre,South West,Health Centre,Government/public,Rural,-15.46769,34.94236,,
Blantyre,BT,2916,Mpemba Health Centre,South West,Health Centre,Government/public,Rural,-15.87385,34.9523,,
Blantyre,BT,2917,Namikoko Health Centre,South West,Health Centre,Government/public,Rural,-15.48651,35.07379,,
Blantyre,BT,2918,Ndirande Health Centre,South West,Health Centre,Government/public,Urban,-15.7781,35.03946,,
Blantyre,BT,2921,South Lunzu Health Centre,South West,Health Centre,Government/public,Rural,-15.72678,35.05471,,
Blantyre,BT,2980,Sanjika Clinic,South West,Clinic,Government/public,Urban,-15.79267,34.97288,,
Blantyre,BT,2922,Zingwangwa Health Centre,South West,Health Centre,Government/public,Urban,-15.8214,35.01197,,
Blantyre,BT,2929,Blantyre Adventist Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-15.7824,35.0031,,
Blantyre,BT,2915,Mlambe Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Urban,-15.64466,35.01733,,
Blantyre,BT,2923,Chileka SDA Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.65986,34.92904,,
Blantyre,BT,2960,Malabada Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-15.76759,35.04446,,
Blantyre,BT,2979,St Vincent Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-15.91421,34.94984,,
Blantyre,BT,2920,Soche Maternity,South West,Health Centre,Government/public,Rural,-15.85726,35.02761,,
Blantyre,BT,2977,Soche SDA Dispensary,South West,Clinic,Christian Health Association of Malawi (CHAM),Urban,-15.80918,35.01977,,
Blantyre,BT,2981,Dr Chilemba Surgery,South West,Clinic,Private for profit,Urban,-15.7864,35.0008,,
Blantyre,BT,2982,Dr Dzinyemba Private Clinic,South West,Clinic,Private for profit,Urban,-15.78609,35.00663,,
Blantyre,BT,2983,Dr Kidys,South West,Other Hospital,Private for profit,Urban,-15.78662,35.00755,,
Blantyre,BT,2984,Dr S. Kampondeni,South West,Other Hospital,Private for profit,Urban,-15.81641,35.06629,,
Blantyre,BT,2985,"Dzamalala, Charles  P. Malmed",South West,Clinic,Private for profit,Urban,-15.78655,35.00747,,
Blantyre,BT,2986,"Gatrad, Mahomed I.",South West,Other Hospital,Private for profit,Urban,-15.78707,35.00625,,
Blantyre,BT,2987,"Girach, Bilkis A.",South West,Other Hospital,Private for profit,Urban,-15.78721,35.00488,,
Blantyre,BT,2988,"Limbe Private Hospital, Kalong",South West,Other Hospital,Private for profit,Urban,-15.80902,35.05916,,
Blantyre,BT,2965,"Mtengoumodzi Private Hospital,",South West,Other Hospital,Private for profit,Urban,-15.7245,35.01637,,
Blantyre,BT,2989,"Munthali, Joyce W. Naperi medi",South West,Other Hospital,Private for profit,Urban,-15.8044,35.0082,,
Blantyre,BT,2967,Mwaiwathu Private Hospital,South West,Other Hospital,Private for profit,Urban,-15.78547,35.01691,,
Blantyre,BT,2970,Nyambadwe Private Hospital,South West,Other Hospital,Private for profit,Urban,-15.77139,35.02323,,
Blantyre,BT,2990,"Jere, Raymond M. Medicare Heal",South West,Clinic,Private for profit,Urban,-15.78671,35.00799,,
Blantyre,BT,2991,Lumbira / Mitsidi Health Centr,South West,Health Centre,Private for profit,Urban,-15.77702,34.96873,,
Blantyre,BT,2992,Amitofo Care Centre,South West,Clinic,NGO,Urban,-15.74768,35.10747,,
Blantyre,BT,2993,Ayali Private Clinic,South West,Clinic,Private for profit,Urban,-15.65929,35.02114,,
Blantyre,BT,2994,Banzi Private,South West,Clinic,Private for profit,Urban,-15.81602,35.01567,,
Blantyre,BT,2995,Belton Kapyepye Memorial Clini,South West,Clinic,Private for profit,Urban,-15.80869,34.99434,,
Blantyre,BT,2996,Bernald Kachale Private Clinic,South West,Clinic,Private for profit,Urban,-15.78018,35.07352,,
Blantyre,BT,2997,"Bhuptani, Girishkumar C.",South West,Clinic,Private for profit,Urban,-15.78826,35.00554,,
Blantyre,BT,2998,"Chifundo Private Clinic, Monje",South West,Clinic,Private for profit,Urban,-15.77562,34.98003,,
Blantyre,BT,2999,Chilani Clinic,South West,Clinic,Private for profit,Urban,-15.82874,35.00677,,
Blantyre,BT,5001,"Chilobwe Private Clinic, Banda",South West,Clinic,Private for profit,Urban,-15.83305,35.00742,,
Blantyre,BT,5002,"Chilomoni Private Clinic, Ngai",South West,Clinic,Private for profit,Urban,-15.77435,34.98145,,
Blantyre,BT,5003,"Chinjobvu Private Clinic, Phir",South West,Clinic,Private for profit,Urban,-15.73676,35.0192,,
Blantyre,BT,5004,"Chisi, John E M. Limbe Diagnos",South West,Clinic,Private for profit,Urban,-15.81863,35.05639,,
Blantyre,BT,5005,"Chitekwe, Arthur D. Arthur Gar",South West,Clinic,Private for profit,Urban,-15.83626,35.09193,,
Blantyre,BT,5006,Dalirani Clinic,South West,Clinic,Private for profit,Urban,-15.82529,35.08039,,
Blantyre,BT,5007,"De Johnstone, Maria I M.",South West,Clinic,Private for profit,Rural,-15.78487,35.01768,,
Blantyre,BT,5008,"El-Barakah Private Clinic, Nte",South West,Clinic,Private for profit,Rural,-15.68337,34.96584,,
Blantyre,BT,5009,Elim Private Clinic,South West,Clinic,Private for profit,Urban,-15.8188,35.01231,,
Blantyre,BT,5010,"Hale Medical Skin Clinic, Mwal",South West,Clinic,Private for profit,Urban,-15.81064,35.01438,,
Blantyre,BT,5011,Hasco Clinic,South West,Clinic,Private for profit,Rural,-15.77738,35.00621,,
Blantyre,BT,5012,Kanjedza MASM Medi Clinic,South West,Clinic,Private for profit,Urban,-15.81227,35.05504,,
Blantyre,BT,5013,"Khuoge, Dane.",South West,Clinic,Private for profit,Urban,-15.76708,35.07471,,
Blantyre,BT,5014,"Kotecha, Leesha D,",South West,Clinic,Private for profit,Rural,-15.7895,35.08616,,
Blantyre,BT,5015,"Limbe Health Clinic, Ngwira, W",South West,Clinic,Private for profit,Urban,-15.81315,35.06119,,
Blantyre,BT,2954,"Lungu Private Clinic, Lungu, J",South West,Clinic,Private for profit,Urban,-15.82999,35.07883,,
Blantyre,BT,5016,"Makwasa Private Clinic, Taulo,",South West,Clinic,Private for profit,Urban,-15.75017,35.0805,,
Blantyre,BT,5017,Malamulo Day Clinic Amina,South West,Clinic,Private for profit,Urban,-15.80361,35.07471,,
Blantyre,BT,5018,"Merit Private Clinic, Masangan",South West,Clinic,Private for profit,Urban,-15.77927,35.04387,,
Blantyre,BT,5019,"Mkwaira, Ladison E. L & A Priv",South West,Clinic,Private for profit,Urban,-15.77528,35.04706,,
Blantyre,BT,5020,"Moyo Private Clinic, Manjomo,",South West,Clinic,Private for profit,Rural,-15.65374,35.02013,,
Blantyre,BT,5021,"Mt. Soche Clinic, Nyirenda, Co",South West,Clinic,Private for profit,Urban,-15.81289,35.02227,,
Blantyre,BT,5022,"Munthali, Ndikulakwanji N. Pra",South West,Clinic,Private for profit,Urban,-15.72915,35.05581,,
Blantyre,BT,5023,"Mwachira Private Clinic, Chikw",South West,Clinic,Private for profit,Urban,-15.65548,35.02158,,
Blantyre,BT,5024,"Mwaiwathu Clinic, Mbvundula, M",South West,Clinic,Private for profit,Urban,-15.81191,35.04788,,
Blantyre,BT,5025,"Mwanamanga, Happiness.",South West,Clinic,Private for profit,Urban,-15.762,34.9797,,
Blantyre,BT,5026,"Namboya, Felix. Limbe Central",South West,Clinic,Private for profit,Rural,-15.81381,35.0612,,
Blantyre,BT,5027,Semema Clinic,South West,Clinic,Private for profit,Urban,-15.73135,35.05798,,
Blantyre,BT,5028,Shifa Medical Centre,South West,Clinic,Private for profit,Urban,-15.78715,35.01045,,
Blantyre,BT,5029,"Sungani's Medical Centre, Sung",South West,Clinic,Private for profit,Urban,-15.72832,35.01953,,
Blantyre,BT,5030,Tadala Private Clinic,South West,Clinic,Private for profit,Urban,-15.83304,35.0852,,
Blantyre,BT,5031,"Thandizo Private Clinic, Semak",South West,Clinic,Private for profit,Urban,-15.74337,35.01677,,
Blantyre,BT,5032,"Thejopal, Rita S.",South West,Clinic,Private for profit,Rural,-15.78392,35.00238,,
Blantyre,BT,5033,"Tilinanu Private Clinic, Tamao",South West,Clinic,Private for profit,Urban,-15.77382,35.03262,,
Blantyre,BT,5034,Truzag,South West,Clinic,Private for profit,Urban,-15.81196,35.05753,,
Blantyre,BT,5035,Ulemu Private Clinic,South West,Clinic,Private for profit,Urban,-15.77529,35.00207,,
Blantyre,BT,5036,"Viyuyi, Mathews M. Yankho Priv",South West,Clinic,Private for profit,Urban,-15.74251,35.0776,,
Blantyre,BT,5037,Sunny Side B,South West,Clinic,Private for profit,Urban,-15.80025,34.9964,,
Blantyre,BT,5038,Beit trust Cure International,South West,Other Hospital,Mission/ Faith-based (other than CHAM),Urban,-15.80354,35.01753,,
Blantyre,BT,5039,Kachere Rehabilitation Centre,South West,Other Hospital,NGO,Urban,-15.80339,35.01819,,
Blantyre,BT,5040,Blantyre Dream Project Clinic,South West,Health Centre,NGO,Urban,-15.79182,35.01273,,
Blantyre,BT,5041,Aquid Lifeline Project,South West,Clinic,NGO,Rural,-15.62217,35.05604,,
Blantyre,BT,2940,BLM Chilomoni Clinic,South West,Clinic,NGO,Urban,-15.7757,34.98048,,
Blantyre,BT,2934,BLM Lunzu Clinic,South West,Clinic,NGO,Urban,-15.65114,35.02028,,
Blantyre,BT,5042,BLM Midima Clinic,South West,Clinic,NGO,Urban,-15.83121,35.08006,,
Blantyre,BT,2983,BLM Zingwangwa Clinic,South West,Clinic,NGO,Urban,-15.81847,35.01171,,
Blantyre,BT,5043,Limbe Home Based Care Centre,South West,Clinic,NGO,Urban,-15.81714,35.05187,,
Blantyre,BT,2956,Macro Blantyre Clinic,South West,Clinic,NGO,Urban,-15.80705,35.02993,,
Blantyre,BT,5044,Madinah Social Services Clinic,South West,Clinic,NGO,Urban,-15.82931,35.07405,,
Blantyre,BT,2969,Ndirande BLM Clinic,South West,Clinic,NGO,Urban,-15.77364,35.03081,,
Blantyre,BT,2978,SOS Medical Centre,South West,Clinic,Company,Urban,-15.72562,35.05823,,
Blantyre,BT,5045,Auction Holdings Clinic,South West,Clinic,Company,Urban,-15.81195,35.06417,,
Blantyre,BT,5046,Blantyre Water Board - Mudi,South West,Clinic,Company,Urban,-15.7953,35.03811,,
Blantyre,BT,5047,Blantyre Water Board - Walker',South West,Clinic,Company,Rural,-15.51493,34.83359,,
Blantyre,BT,5048,Carlsberg Brewery Malawi Ltd.,South West,Clinic,Company,Urban,-15.79367,35.03468,,
Blantyre,BT,5049,Central East African Railways,South West,Clinic,Company,Urban,-15.81536,35.0633,,
Blantyre,BT,5050,Chichiri ESCOM Clinic,South West,Clinic,Company,Urban,-15.79342,35.02444,,
Blantyre,BT,5051,Chichiri Prison,South West,Clinic,Government/public,Urban,-15.80577,35.03242,,
Blantyre,BT,5052,David Whitehead,South West,Clinic,Company,Urban,-15.79096,35.03374,,
Blantyre,BT,5053,Henred Fruehauf Clinic,South West,Clinic,Company,Urban,-15.78901,35.03458,,
Blantyre,BT,5054,Limbe Leaf Tobacco Clinic Limb,South West,Clinic,Company,Urban,-15.81361,35.07035,,
Blantyre,BT,5055,Polytechnic,South West,Clinic,Government/public,Urban,-15.80207,35.02718,,
Blantyre,BT,5056,Portland,South West,Clinic,Company,Urban,-15.79236,35.02816,,
Blantyre,BT,5057,Press Corporation Ltd. Clinic,South West,Clinic,Private for profit,Rural,-15.79762,35.02311,,
Blantyre,BT,5058,PVHO,South West,Clinic,Government/public,Urban,-15.78605,35.01818,,
Blantyre,BT,5059,Unilever South East Company Cl,South West,Clinic,Company,Urban,-15.80439,35.06091,,
,,,,,,,,,,,
Mwanza,MN,3801,Mwanza District Hospital,South West,District Hospital,Government/public,Urban,-15.59118,34.50998,,
Mwanza,MN,3802,Kunenekude Health Centre,South West,Health Centre,Government/public,Rural,-15.46467,34.49142,,
Mwanza,MN,3804,Thambani Health Centre,South West,Health Centre,Government/public,Rural,-15.72609,34.39953,,
Mwanza,MN,3803,Tulonkhondo Health Centre,South West,Health Centre,Government/public,Urban,-15.7496,34.52277,,
Mwanza,MN,3805,Tiyende Ptv Clinic,South West,Clinic,Private for profit,Urban,-15.59467,34.51102,,
Mwanza,MN,3806,Muyendebwino Wellness Centre,South West,Clinic,NGO,Rural,-15.57835,34.47736,,
Mwanza,MN,3807,Mwanza BLM Clinic,South West,Clinic,NGO,Rural,-15.59747,34.51505,,
,,,,,,,,,,,
Thyolo,TO,3121,Thyolo District Hospital,South West,District Hospital,Government/public,Urban,-16.06937,35.14806,,
Thyolo,TO,3119,Thekerani Rural Hospital,South West,Rural/Community Hospital,Government/public,Rural,-16.32104,35.20741,,
Thyolo,TO,3101,Bvumbwe Health Centre,South West,Health Centre,Government/public,Rural,-15.92823,35.07786,,
Thyolo,TO,3101,Bvumbwe Makungwa Health Centre,South West,Health Centre,Government/public,Rural,-15.93981,35.02633,,
Thyolo,TO,3103,Changata Health Centre,South West,Health Centre,Government/public,Rural,-16.23248,35.14768,,
Thyolo,TO,3104,Chimaliro Health Centre,South West,Health Centre,Government/public,Rural,-15.97706,35.18162,,
Thyolo,TO,3105,Chimvu,South West,Health Centre,Government/public,Rural,-15.94198,35.12308,,
Thyolo,TO,3127,Chisoka Health Centre,South West,Health Centre,Government/public,Rural,-15.94181,35.20879,,
Thyolo,TO,3128,Dzimbiri Health Centre (DiDi),South West,Health Centre,Government/public,Rural,-16.06096,34.98999,,
Thyolo,TO,3129,Kadango Health Centre,South West,Clinic,Private for profit,Rural,-16.00683,35.31009,,
Thyolo,TO,3109,Khonjeni Health Centre,South West,Health Centre,Government/public,Rural,-16.09692,35.27129,,
Thyolo,TO,3114,Mikolongwe Health Centre,South West,Health Centre,Government/public,Rural,-15.90149,35.18367,,
Thyolo,TO,3123,Zoa Health Centre,South West,Health Centre,Government/public,Rural,-16.23764,35.19992,,
Thyolo,TO,3126,Amalika Dispensary,South West,Dispensary,Government/public,Rural,-15.99203,35.03183,,
Thyolo,TO,3130,Mapanga Clinic,South West,Clinic,Government/public,Rural,-16.03764,35.01675,,
Thyolo,TO,3106,Chingadzi Rural Hospital,South West,Rural/Community Hospital,Christian Health Association of Malawi (CHAM),Rural,-15.91842,35.20595,,
Thyolo,TO,3111,Malamulo Mission Hospital,South West,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.17155,35.11011,,
Thyolo,TO,3124,Chipho Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.171528,35.110222,,
Thyolo,TO,3110,Makapwa Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.18199,35.27984,,
Thyolo,TO,3131,Mitengo Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.11123,35.24591,,
Thyolo,TO,3132,Molere Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.21758,35.13552,,
Thyolo,TO,3120,Thomasi Health Centre,South West,Health Centre,Christian Health Association of Malawi (CHAM),Urban,-16.02878,34.97881,,
Thyolo,TO,3108,Halena Oakely/Mtambanyama Clin,South West,Clinic,Christian Health Association of Malawi (CHAM),Rural,-16.12668,35.08457,,
Thyolo,TO,3133,"Hiwa, Garfield J. Monekera Pri",South West,Clinic,Private for profit,Rural,-15.92686,35.08661,,
Thyolo,TO,3134,Jeofia,South West,Clinic,Private for profit,Urban,-16.00758,35.30825,,
Thyolo,TO,3135,"Kaliwo, Ignacious S. Luchenza",South West,Clinic,Private for profit,Urban,-16.00796,35.30939,,
Thyolo,TO,3136,"Lumbe, John L.",South West,Clinic,Private for profit,Rural,-15.92153,35.08464,,
Thyolo,TO,3138,"Mbvundula, Presley G. Germa Pr",South West,Clinic,Private for profit,Urban,-15.88722,35.06443,,
Thyolo,TO,3139,BLM Bvumbwe Clinic,South West,Clinic,NGO,Rural,-15.93133,35.08213,,
Thyolo,TO,3140,Magunda Health Centre,South West,Health Centre,Government/public,Rural,-16.02884,35.26166,,
Thyolo,TO,3141,Mianga Health Centre,South West,Health Centre,Company,Rural,-16.09883,35.07553,,
Thyolo,TO,3142,Naming'omba Health Centre,South West,Health Centre,Company,Rural,-16.04009,35.08996,,
Thyolo,TO,3143,Sambankhanga Health Centre,South West,Health Centre,Company,Rural,-16.13981,35.09852,,
Thyolo,TO,3144,Satemwa Clinic,South West,Health Centre,Company,Rural,-16.07641,35.07692,,
Thyolo,TO,3145,Thunga Health Centre,South West,Health Centre,Company,Rural,-16.00096,35.06532,,
Thyolo,TO,3146,Gotha Dispensary,South West,Dispensary,Company,Rural,-16.09239,35.19011,,
Thyolo,TO,3147,Kasembeleka,South West,Dispensary,Company,Rural,-16.12131,35.09902,,
Thyolo,TO,3148,Kumadzi Dispensary,South West,Dispensary,Company,Rural,-16.1003,35.28876,,
Thyolo,TO,3149,Mafisi Health Centre,South West,Clinic,Company,Rural,-16.06805,35.25101,,
Thyolo,TO,3150,Makwasa Estate Clinic,South West,Clinic,Company,Rural,-16.19476,35.10564,,
Thyolo,TO,3151,Mchima Clinic,South West,Clinic,Company,Rural,-16.11388,35.14018,,
Thyolo,TO,3152,Nasonia,South West,Clinic,Company,Rural,-16.02475,35.1565,,
Thyolo,TO,3153,Chithebe Health Centre,South West,Health Centre,Government/public,Rural,-16.00218,35.01294,,
Thyolo,TO,3154,Dzimbiri Health Post,South West,Health Post,Government/public,Rural,-16.10202,34.99722,,
,,,,,,,,,,,
Mulanje,MJ,3211,Mulanje District Hospital,South East,District Hospital,Government/public,Urban,-16.02549,35.50785,,
Mulanje,MJ,3201,Bondo Health Centre,South East,Health Centre,Government/public,Rural,-16.04267,35.61388,,
Mulanje,MJ,3202,Chambe Health Centre,South East,Health Centre,Government/public,Rural,-15.90334,35.49075,,
Mulanje,MJ,3203,Chinyama Health Centre,South East,Health Centre,Government/public,Rural,-16.15665,35.34094,,
Mulanje,MJ,3221,Chisitu Health Centre,South East,Health Centre,Government/public,Rural,-16.00103,35.4326,,
Mulanje,MJ,3204,Chonde Health Centre,South East,Health Centre,Government/public,Rural,-15.99708,35.32333,,
Mulanje,MJ,3205,Dzenje Health Centre,South East,Health Centre,Government/public,Rural,-16.11695,35.40558,,
Mulanje,MJ,3206,Kambenje Health Centre,South East,Health Centre,Government/public,Rural,-15.85308,35.56394,,
Mulanje,MJ,3207,Mbiza Health Centre,South East,Health Centre,Government/public,Rural,-16.0929,35.34602,,
Mulanje,MJ,3208,Milonde Health Centre,South East,Health Centre,Government/public,Rural,-16.10264,35.47826,,
Mulanje,MJ,3209,Mimosa Dispensary,South East,Dispensary,Government/public,Rural,-16.08574,35.61263,,
Mulanje,MJ,3224,Mkomaula Health Centre,South East,Health Centre,Government/public,Rural,-15.7211,35.36672,,
Mulanje,MJ,3210,Mpala Health Centre,South East,Health Centre,Government/public,Rural,-16.14386,35.52479,,
Mulanje,MJ,3213,Mulomba Health Centre,South East,Health Centre,Government/public,Rural,-15.76535,35.51182,,
Mulanje,MJ,3214,Muloza Heath Centre,South East,Health Centre,Government/public,Rural,-16.06252,35.76226,,
Mulanje,MJ,3216,Namphungo Health Centre,South East,Health Centre,Government/public,Rural,-15.80407,35.3491,,
Mulanje,MJ,3222,Naphimba Health Centre,South East,Health Centre,Government/public,Rural,-16.03628,35.67854,,
Mulanje,MJ,3219,Thuchila Health Centre,South East,Health Centre,Government/public,Urban,-15.91917,35.36119,,
Mulanje,MJ,3212,Mulanje Mission Hospital,South East,Other Hospital,Christian Health Association of Malawi (CHAM),Rural,-16.02103,35.46436,,
Mulanje,MJ,3215,Namasalima Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.08016,35.71573,,
Mulanje,MJ,3217,Namulenga Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-15.86563,35.32718,,
Mulanje,MJ,3218,Thembe Health Centre,South East,Health Centre,Christian Health Association of Malawi (CHAM),Rural,-16.08703,35.43417,,
Mulanje,MJ,3226,Fomo Clinic,South East,Clinic,Private for profit,Urban,-16.00603,35.48167,,
Mulanje,MJ,3227,Khamalathu Private Clinic,South East,Clinic,Private for profit,Rural,-16.10652,35.34491,,
Mulanje,MJ,3228,"Lingalawe, Albert. Chiluli Pri",South East,Clinic,Private for profit,Urban,-16.00946,35.48489,,
Mulanje,MJ,3229,"Machado, Alfred W. J. Machado",South East,Clinic,Private for profit,Urban,-16.02668,35.50529,,
Mulanje,MJ,3230,"St. Mamwene Private Clinic, Nd",South East,Clinic,Private for profit,Urban,-15.91661,35.35795,,
Mulanje,MJ,3231,"Saha Private Clinic, Ngulama,",South East,Clinic,Private for profit,Rural,-16.07894,35.73156,,
Mulanje,MJ,3232,Mulanje BLM Clinic,South East,Clinic,NGO,Urban,-16.01418,35.49317,,
Mulanje,MJ,3233,Lujeri Health Centre,South East,Health Centre,Company,Rural,-16.02826,35.65517,,
Mulanje,MJ,3234,Chisambo Estate Clinic,South East,Clinic,Company,Rural,-16.03822,35.70899,,
Mulanje,MJ,3235,Eldorado Estate Clinic,South East,Clinic,Company,Rural,-16.06679,35.6139,,
Mulanje,MJ,3236,Esparanza Estate Clinic,South East,Clinic,Company,Urban,-16.03395,35.50475,,
Mulanje,MJ,3237,Glenorchy Estate Clinic,South East,Clinic,Company,Rural,-15.9833,35.48386,,
Mulanje,MJ,3238,Lauderdale Estate Clinic,South East,Clinic,Company,Rural,-16.04331,35.53515,,
Mulanje,MJ,3239,Likanga Estate Clinic,South East,Clinic,Company,Rural,-16.08306,35.58609,,
Mulanje,MJ,3240,Limbuli Estate Clinic,South East,Clinic,Company,Rural,-16.05504,35.72129,,
Mulanje,MJ,3241,Minimini Estate Clinic,South East,Clinic,Company,Rural,-16.05676,35.58444,,
Mulanje,MJ,3242,Phwazi Estate Clinic,South East,Clinic,Company,Rural,-16.01792,35.68294,,
Mulanje,MJ,3243,Ruo Estate Clinic,South East,Clinic,Company,Rural,-16.08964,35.66507,,
Mulanje,MJ,3244,Sayama Clinic,South East,Clinic,Company,Rural,-16.07107,35.5471,,
Mulanje,MJ,3245,Thornwood Estate Clinic,South East,Clinic,Company,Rural,-16.06936,35.63033,,
,,,,,,,,,,,
Phalombe,PE,3503,Chitekesa Health Centre,South East,Health Centre,Government/public,Rural,-15.55218,35.57244,,
Phalombe,PE,3505,Kalinde Health Centre,South East,Health Centre,Government/public,Rural,-15.67187,35.72838,,
Phalombe,PE,3506,Migowi Health Centre,South East,Health Centre,Government/public,Rural,-15.71922,35.68542,,
Phalombe,PE,3507,Mkhwayi Health Centre,South East,Health Centre,Government/public,Rural,-15.61457,35.62787,,
Phalombe,PE,3508,Mpasa Health Centre,South East,Health Centre,Government/public,Rural,-15.7579,35.61142,,
Phalombe,PE,3510,Nambazo Health Centre,South East,Health Centre,Government/public,Rural,-15.55919,35.81566,,
Phalombe,PE,3514,Nazombe Health Centre (GoGo),South East,Health Centre,Government/public,Rural,-15.75233,35.77498,,
Phalombe,PE,3511,Nkhulambe Health Centre,South East,Health Centre,Government/public,Rural,-15.85949,35.74751,,
Phalombe,PE,3512,Phalombe Health Centre,South East,Health Centre,Government/public,Rural,-15.80677,35.64918,,
